Academic English Multi Student
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	40315	ECON	111	07	M	4.000	Principles of Microeconomics	TR	09:55 am-11:40 am	40	0	40	0	0	0	0	0	0	Arman Khachiyan (P)	08/22-12/14	KA 311	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	40317	ECON	112	01	M	4.000	Principles of Macroeconomics	TR	02:40 pm-04:25 pm	40	0	40	0	0	0	0	0	0	Samual Joseph Riewe (P)	08/22-12/14	KA 367	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	40318	ECON	112	02	M	4.000	Principles of Macroeconomics	TR	04:35 pm-06:20 pm	40	0	40	0	0	0	0	0	0	Samual Joseph Riewe (P)	08/22-12/14	KA 367	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	40319	ECON	112	03	M	4.000	Principles of Macroeconomics	MWF	11:45 am-12:50 pm	40	0	40	0	0	0	0	0	0	Timothy Daw-Chuan Tung (P)	08/22-12/14	KA 363	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	40320	ECON	112	04	M	4.000	Principles of Macroeconomics	MWF	01:00 pm-02:05 pm	40	0	40	0	0	0	0	0	0	Timothy Daw-Chuan Tung (P)	08/22-12/14	KA 363	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	40321	ECON	112	05	M	4.000	Principles of Macroeconomics	TR	12:45 pm-02:30 pm	40	0	40	0	0	0	0	0	0	Jean M Driscoll (P)	08/22-12/14	KA 211	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	42277	ECON	112	06	M	4.000	Principles of Macroeconomics	TR	02:40 pm-04:25 pm	40	0	40	0	0	0	0	0	0	Jean M Driscoll (P)	08/22-12/14	LM 351	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	40322	ECON	120	01	M	4.000	Economic Methods	TR	12:45 pm-02:30 pm	35	0	35	0	0	0	0	0	0	Man-Lui Lau (P)	08/22-12/14	LM 244A	In-Person Modality and Tuition (Sciences)
NR	40323	ECON	230	01	M	4.000	Environmental Economics	MWF	11:45 am-12:50 pm	35	0	35	0	0	0	0	0	0	Arman Khachiyan (P)	08/22-12/14	LM 358	UG MJR-International Studies and Core E Social Sciences and ENVA Pathway Courses and In-Person Modality and Tuition (Sciences)
NR	40324	ECON	280	01	M	4.000	The Global Economy	TR	09:55 am-11:40 am	40	0	40	0	0	0	40	0	40	Suparna Chakraborty (P)	08/22-12/14	CO 313	UG MJR-International Studies and Core E Social Sciences and In-Person Modality and Tuition (Sciences)
NR	40325	ECON	311	01	M	4.000	Intermediate Microeconomics	MWF	10:30 am-11:35 am	35	0	35	0	0	0	0	0	0	Sandhyarani Patlolla (P)	08/22-12/14	CO 414	UG MJR-International Studies and In-Person Modality and Tuition (Sciences)
NR	40327	ECON	312	01	M	4.000	Intermediate Macroeconomics	TR	02:40 pm-04:25 pm	25	0	25	0	0	0	0	0	0	Suparna Chakraborty (P)	08/22-12/14	CO 414	UG MJR-International Studies and In-Person Modality and Tuition (Sciences)
NR	40328	ECON	320	01	M	4.000	Econometrics	TR	12:45 pm-02:30 pm	35	0	35	0	0	0	0	0	0	Michael R Jonas (P)	08/22-12/14	MA 123	In-Person Modality and Tuition (Sciences)
NR	40329	ECON	350	01	M	4.000	Money, Banking, and Financial Institutions	MW	04:45 pm-06:25 pm	40	0	40	0	0	0	0	0	0	Timothy Daw-Chuan Tung (P)	08/22-12/14	KA 363	In-Person Modality and Tuition (Sciences)
NR	40330	ECON	365	01	M	2.000	Behavioral Economics	W	01:00 pm-02:45 pm	20	0	20	0	0	0	0	0	0	Robizon Khubulashvili (P)	08/22-12/14	ED 306	In-Person Modality and Tuition (Sciences)
NR	40331	ECON	368	01	M	2.000	Economics, Politics & Culture	T	02:40 pm-04:25 pm	25	0	25	0	0	0	0	0	0	Konrad Posch (P)	08/22-12/14	MA 122	In-Person Modality and Tuition (Sciences)
NR	40332	ECON	370	01	M	4.000	International Economics	MWF	09:15 am-10:20 am	20	0	20	0	0	0	0	0	0	Sandhyarani Patlolla (P)	08/22-12/14	LM 351	UG MJR-International Studies and In-Person Modality and UG MNR LAS ELECT (MLA1) and Tuition (Sciences)
NR	40333	ECON	372	01	M	4.000	Development Economics	MWF	01:00 pm-02:05 pm	35	0	35	0	0	0	0	0	0	Sandhyarani Patlolla (P)	08/22-12/14	MH LL5	UG MJR-International Studies and Core CD Cultural Diversity and In-Person Modality and UG MNR PSCE Civic (PSC1) and Tuition (Sciences)
NR	40334	ECON	390	01	M	2.000	Exp Course: Digital Platforms	R	04:35 pm-06:20 pm	20	0	20	0	0	0	0	0	0	Konrad Posch (P)	08/22-12/14	ED 310	In-Person Modality and Tuition (Sciences)
NR	40335	ECON	415	01	M	4.000	Mathematics for Economists	T	06:30 pm-10:10 pm	10	0	10	0	0	0	40	0	40	Man-Lui Lau (P)	08/22-12/14	LM 344	In-Person Modality and Tuition (Sciences)
NR	40336	ECON	425	01	M	4.000	Econometrics of Fin Markets	TR	02:40 pm-04:25 pm	35	0	35	0	0	0	0	0	0	Michael R Jonas (P)	08/22-12/14	MA 123	In-Person Modality and Tuition (Sciences)
NR	40337	ECON	476	01	M	2.000	Natural Resource Economics and Development Policy	R	04:35 pm-06:20 pm	20	0	20	0	0	0	25	0	25	TBA	08/22-12/14	LM 152	UG MJR-International Studies and In-Person Modality and Tuition (Sciences)
NR	42323	ECON	477	01	M	4.000	International Political Economy	TR	06:30 pm-08:15 pm	25	0	25	0	0	0	0	0	0	Konrad Posch (P)	08/22-12/14	LM 244B	UG MJR-International Studies and In-Person Modality and Tuition (Sciences)
NR	40338	ECON	501	01	M	2.000	Applied Microeconomic Theory	W	04:45 pm-06:25 pm	25	0	25	0	0	0	0	0	0	Peter Lorentzen (P)	08/22-12/14	LM 151	In-Person Modality and Tuition (Sciences)
NR	40339	ECON	601	01	M	4.000	Microeconomics: Theory and Applications	T	06:30 pm-09:10 pm	25	0	25	0	0	0	0	0	0	TBA	08/22-12/14	LM 152	In-Person Modality and Tuition (Sciences)
NR	40340	ECON	603	01	M	2.000	Core Microeconomic Theory	R	06:30 pm-08:15 pm	25	0	25	0	0	0	0	0	0	Man-Lui Lau (P)	08/22-12/14	LM 152	In-Person Modality and Tuition (Sciences)
NR	40341	ECON	611	01	M	4.000	Computation for Economics	MW	06:30 pm-08:15 pm	25	0	25	0	0	0	0	0	0	Robizon Khubulashvili (P), Lawrence De Geest	08/22-12/14	LM 152	In-Person Modality and Tuition (Sciences)
NR	40342	ECON	615	01	M	4.000	Mathematics for Economists	T	06:30 pm-10:10 pm	35	0	35	0	0	0	40	0	40	Man-Lui Lau (P)	08/22-12/14	LM 344	In-Person Modality and Tuition (Sciences)
NR	40343	ECON	615	02	M	4.000	Mathematics for Economists	F	01:00 pm-04:45 pm	35	0	35	0	0	0	0	0	0	Alessandra Cassar (P)	08/22-12/14	KA 211	In-Person Modality and Tuition (Sciences)
NR	40344	ECON	626	01	SFD	2.000	Experiments & Causal Inference	T	06:30 pm-10:10 pm	20	0	20	0	0	0	0	0	0	Evan W Bloom (P)	08/21-10/13	SFH 154	In-Person Modality and Tuition (Sciences)
NR	40346	ECON	636	01	M	2.000	Econometrics: Panel Data	M	11:45 am-03:25 pm	20	0	20	0	0	0	0	0	0	Bruce Wydick (P)	08/21-10/13	CO 413	In-Person Modality and Tuition (Sciences)
NR	40347	ECON	636	02	M	2.000	Econometrics: Panel Data	W	06:30 pm-10:10 pm	20	0	20	0	0	0	0	0	0	TBA	08/21-10/13	ED 104	In-Person Modality and Tuition (Sciences)
NR	40348	ECON	637	01	M	2.000	Econometrics: Causal Methods	M	11:45 am-03:25 pm	20	0	20	0	0	0	0	0	0	Bruce Wydick (P)	10/16-12/12	CO 413	In-Person Modality and Tuition (Sciences)
NR	40349	ECON	637	02	M	2.000	Econometrics: Causal Methods	W	06:30 pm-10:10 pm	20	0	20	0	0	0	0	0	0	Bruce Wydick (P)	10/16-12/12	ED 104	In-Person Modality and Tuition (Sciences)
NR	40350	ECON	640	01	M	2.000	Institutions Markets Platforms	R	04:35 pm-06:20 pm	20	0	20	0	0	0	0	0	0	Konrad Posch (P)	08/22-12/14	ED 309	In-Person Modality and Tuition (Sciences)
NR	40351	ECON	641	01	M	2.000	Micro for Digitized Economy	W	04:45 pm-06:25 pm	25	0	25	0	0	0	0	0	0	Robizon Khubulashvili (P)	08/22-12/14	LM 152	In-Person Modality and Tuition (Sciences)
NR	40352	ECON	670	01	M	2.000	International Economics	R	06:30 pm-08:15 pm	20	0	20	0	0	0	0	0	0	TBA	08/22-12/14	ED 307	In-Person Modality and Tuition (Sciences)
NR	40353	ECON	672	01	M	2.000	Economics of Development	M	04:45 pm-06:25 pm	35	0	35	0	0	0	0	0	0	Sandhyarani Patlolla (P)	08/22-12/14	LM 365	In-Person Modality and Tuition (Sciences)
NR	40354	ECON	676	01	M	2.000	Natural Resource Economics and Development Policy	R	04:35 pm-06:20 pm	20	0	20	0	0	0	25	0	25	TBA	08/22-12/14	LM 152	In-Person Modality and Tuition (Sciences)
Educational Technology
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	41350	ETK	602	01	M	3.000	Digital Leadership Lab	S	08:00 am-12:15 pm	24	0	24	0	0	0	24	0	24	Devanshi Unadkat (P)	08/19-08/19	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	08/26-08/26	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	09/09-09/09	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	09/23-09/23	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	10/07-10/07	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	10/21-10/21	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	11/04-11/04	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	11/18-11/18	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	08:00 am-12:15 pm	 	 	 	 	 	 	 	 	 	Devanshi Unadkat (P)	12/02-12/02	ED 010	In-Person Modality and Tuition (Education)
NR	41351	ETK	602	50	ODP	3.000	Digital Leadership Lab	 	TBA	24	0	24	0	0	0	24	0	24	Devanshi Unadkat (P)	08/19-12/02	ONL ONL	Online Modality and Tuition (Education)
NR	41348	ETK	614	01	M	3.000	Navigating the Divide: Digital Leadership	S	01:00 pm-05:15 pm	24	0	24	0	0	0	24	0	24	Wanda Joy Lopez (P)	08/19-08/19	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	08/26-08/26	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	09/09-09/09	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	09/23-09/23	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	10/07-10/07	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	10/21-10/21	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	11/04-11/04	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	11/18-11/18	ED 010	In-Person Modality and Tuition (Education)
 	 	 	 	 	 	 	 	S	01:00 pm-05:15 pm	 	 	 	 	 	 	 	 	 	Wanda Joy Lopez (P)	12/02-12/02	ED 010	In-Person Modality and Tuition (Education)
NR	41349	ETK	614	50	ODP	3.000	Navigating the Divide: Digital Leadership	 	TBA	24	0	24	0	0	0	24	0	24	Wanda Joy Lopez (P)	08/19-12/02	ONL ONL	Online Modality and Tuition (Education)
Energy Systems Management
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	40400	ENGY	604	01	SFD	4.000	Renewable Energy Economics	M	06:00 pm-09:00 pm	30	0	30	0	0	0	0	0	0	Jalel Sager (P)	08/22-12/14	SFH 450	In-Person Modality and Tuition (Sciences)
NR	40398	ENGY	610	01	SFD	4.000	Quantitative Methods	R	06:00 pm-09:00 pm	30	0	30	0	0	0	0	0	0	Jalel Sager (P)	08/22-12/14	SFH 156	In-Person Modality and Tuition (Sciences)
NR	40399	ENGY	627	01	SFD	2.000	Renewable Energy Finance	W	06:00 pm-09:00 pm	30	0	30	0	0	0	0	0	0	Michele Chait (P)	08/22-12/14	SFH 155	In-Person Modality and Tuition (Sciences)
NR	40401	ENGY	680	01	SFD	1.000-4.000	Special Topics	W	06:00 pm-09:00 pm	30	0	30	0	0	0	0	0	0	Frederick Herron Wellington (P)	08/22-12/14	SFH 154	In-Person Modality and Tuition (Sciences)
NR	42191	ENGY	690	01	SFD	1.000-2.000	IRP Group Project	T	06:00 pm-09:00 pm	30	0	30	0	0	0	0	0	0	Jim Williams (P)	08/22-12/14	SFH 450	Tuition (Sciences)
Engineering
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	40386	ENGR	010	01	M	0.000	Engineering Fabrication Lab	W	02:30 pm-05:30 pm	12	0	12	0	0	0	0	0	0	Sean Connor Olson (P)	08/22-10/11	HR 150	In-Person Modality and Tuition (Sciences)
NR	40387	ENGR	010	02	M	0.000	Engineering Fabrication Lab	W	02:30 pm-05:30 pm	12	0	12	0	0	0	0	0	0	Sean Connor Olson (P)	10/25-12/06	HR 150	In-Person Modality and Tuition (Sciences)
NR	42261	ENGR	010	03	M	0.000	Engineering Fabrication Lab	T	04:45 pm-07:45 pm	12	0	12	0	0	0	0	0	0	Sean Connor Olson (P)	08/21-10/13	HR 150	In-Person Modality and Tuition (Sciences)
NR	40388	ENGR	100	01	M	2.000	Becoming an Engineer	F	01:00 pm-02:40 pm	36	0	36	0	0	0	0	0	0	Luigi F Lucaccini (P)	08/22-12/14	LM 244A	In-Person Modality and Tuition (Sciences)
NR	40389	ENGR	110	01	M	4.000	Project & Design I	TR	09:55 am-11:40 am	36	0	36	0	0	0	0	0	0	Julia Thompson (P)	08/22-12/14	HR 150	In-Person Modality and Tuition (Sciences)
NR	42329	ENGR	201	01	M	4.000	Diff Eq & Systems Modeling	MWF	10:35 am-11:15 am	30	0	30	0	0	0	0	0	0	TBA	08/22-12/14	LS 303	In-Person Modality and Tuition (Sciences)
NR	42330	ENGR	203	01	M	2.000	Engineering Computation I	MWF	09:15 am-10:34 am	30	0	30	0	0	0	0	0	0	TBA	08/22-12/14	LS 303	In-Person Modality and Tuition (Sciences)
NR	40391	ENGR	244	01	M	4.000	Intro/Construction Materials	TR	09:55 am-11:40 am	30	0	30	0	0	0	0	0	0	Hana Mori (P)	08/22-12/14	LS 303	In-Person Modality and Tuition (Sciences)
NR	40392	ENGR	264	01	M	4.000	Electronics	MWF	11:45 am-12:50 pm	20	0	20	0	0	0	0	0	0	Thomas Bottger (P)	08/22-12/14	LS G07	In-Person Modality and Tuition (Sciences)
NR	40397	ENGR	264L	01	M	0.000	Electronics Lab	MWF	01:00 pm-02:05 pm	12	0	12	0	0	0	0	0	0	Thomas Bottger (P)	08/22-12/14	LS G07	In-Person Modality
NR	40393	ENGR	390	01	M	4.000	SpTp: Signals and Systems	MWF	02:30 pm-04:35 pm	20	0	20	0	0	0	0	0	0	Gennifer Smith (P)	08/22-12/14	LS 303	In-Person Modality and Tuition (Sciences)
NR	40394	ENGR	390	02	M	4.000	SpTp: Contaminants in the Env	TR	09:55 am-11:40 am	20	0	20	0	0	0	0	0	0	Lauren M Sassoubre (P)	08/22-12/14	LM 147	In-Person Modality and Tuition (Sciences)
NR	40395	ENGR	410	01	M	4.000	Project & Design Capstone I	TR	02:45 pm-04:25 pm	20	0	20	0	0	0	0	0	0	Hana Mori (P)	08/22-12/14	HR 150	Core A1 Public Speaking and In-Person Modality and Tuition (Sciences)
English
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	40359	ENGL	192	01	M	4.000	Intro to Literary Study	TR	09:55 am-11:40 am	20	0	20	0	0	0	0	0	0	Chloe Hunt (P)	08/22-12/14	LM 241A	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
C	40360	ENGL	192	02	M	4.000	Intro to Literary Study	MWF	11:45 am-12:50 pm	0	0	0	0	0	0	0	0	0	TBA	08/22-12/14	LM 346B	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
C	40361	ENGL	195	01	M	4.000	FYS: Science Fiction	MWF	01:00 pm-02:05 pm	0	0	0	0	0	0	0	0	0	Patrick J Schwieterman (P)	08/22-12/14	KA 367	First-Year Seminar and In-Person Modality and Tuition (Liberal Arts)
C	40363	ENGL	195	03	M	4.000	FYS: Shakespeare	TR	04:35 pm-06:20 pm	0	0	0	0	0	0	0	0	0	Carolyn E Brown (P)	08/22-12/14	LM 244A	First-Year Seminar and In-Person Modality and Tuition (Liberal Arts)
NR	40364	ENGL	198	01	M	1.000-4.000	Ignatian Literary Magazine	TR	04:35 pm-06:20 pm	20	0	20	0	0	0	0	0	0	Omar F Miranda (P)	08/22-12/14	KA 111	In-Person Modality and Tuition (Liberal Arts)
NR	40365	ENGL	202	01	M	4.000	LW: Romance, Revolution, Exile	TR	12:45 pm-02:30 pm	40	0	40	0	0	0	0	0	0	Omar F Miranda (P)	08/22-12/14	KA 111	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40366	ENGL	202	02	M	4.000	LW: Romance, Revolution, Exile	TR	02:40 pm-04:25 pm	40	0	40	0	0	0	0	0	0	Omar F Miranda (P)	08/22-12/14	KA 111	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40367	ENGL	202	03	M	4.000	LW: Science Fiction	MWF	02:15 pm-03:20 pm	40	0	40	0	0	0	0	0	0	Patrick J Schwieterman (P)	08/22-12/14	KA 367	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40368	ENGL	202	04	M	4.000	LW: Black Feminist Literature	TR	12:45 pm-02:30 pm	40	0	40	0	0	0	0	0	0	Chloe Hunt (P)	08/22-12/14	LM 245	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	42079	ENGL	202	05	M	4.000	LW:Gender&SexualityShakespeare	TR	02:40 pm-04:25 pm	40	0	40	0	0	0	0	0	0	Carolyn E Brown (P)	08/22-12/14	LM 244A	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40369	ENGL	205	01	M	4.000	Native American Literature and Film	TR	09:55 am-11:40 am	40	0	40	0	0	0	0	0	0	Carol J Batker (P)	08/22-12/14	KA 211	Core C1 Literature and Core CD Cultural Diversity and UG MJR ENGL Minority Issue Req and In-Person Modality and UG MNR FILM ELECT (MFS1) and Tuition (Liberal Arts)
NR	40370	ENGL	206	01	M	4.000	Tales & Transformations	MWF	01:00 pm-02:05 pm	40	0	40	0	0	0	0	0	0	Ana Raquel Rojas (P)	08/22-12/14	KA 163	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40371	ENGL	211	01	M	4.000	Asian American Literature Survey	TR	08:00 am-09:45 am	40	0	40	0	0	0	0	0	0	Dennis Recio (P)	08/22-12/14	LM 245	Core C1 Literature and Core CD Cultural Diversity and UG MJR ENGL Minority Issue Req and In-Person Modality and Tuition (Liberal Arts)
NR	40372	ENGL	220	01	M	4.000	Creative Writing for Non-English Majors	TR	08:00 am-09:45 am	20	0	20	0	0	0	0	0	0	Ryan William Van Meter (P)	08/22-12/14	LME 1225	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40373	ENGL	220	02	M	4.000	Creative Writing for Non-English Majors	TR	06:30 pm-08:15 pm	20	0	20	0	0	0	0	0	0	TBA	08/22-12/14	CO 313	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40374	ENGL	220	03	M	4.000	Creative Writing for Non-English Majors	MWF	03:30 pm-04:35 pm	20	0	20	0	0	0	0	0	0	TBA	08/22-12/14	CO 413	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40375	ENGL	220	04	M	4.000	Creative Writing for Non-English Majors	MW	04:45 pm-06:25 pm	20	0	20	0	0	0	0	0	0	TBA	08/22-12/14	LM 346B	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40376	ENGL	221	01	M	4.000	Poetry Studio for Non-Majors	TR	06:30 pm-08:15 pm	20	0	20	0	0	0	0	0	0	Peter D Kline (P)	08/22-12/14	LME 1225	Core C1 Literature and In-Person Modality and Tuition (Liberal Arts)
NR	40377	ENGL	235	01	M	4.000	Literature & the Environment	TR	12:45 pm-02:30 pm	40	0	40	0	0	0	0	0	0	Christina Garcia Lopez (P)	08/22-12/14	KA 311	Core C1 Literature and UG MJR-Environmental Studies and ENVA Pathway Courses and In-Person Modality and Tuition (Liberal Arts)
NR	40378	ENGL	320	01	M	4.000	L2:Sex &Death in Victorian Lit	MW	04:45 pm-06:25 pm	20	0	20	0	0	0	0	0	0	Ana Raquel Rojas (P)	08/22-12/14	MH 129	In-Person Modality and Tuition (Liberal Arts)
NR	40379	ENGL	330	01	M	4.000	Lit 3: US Ethnic Women Writers	TR	12:45 pm-02:30 pm	20	0	20	0	0	0	0	0	0	Carol J Batker (P)	08/22-12/14	MH 126	In-Person Modality and Tuition (Liberal Arts)
NR	40380	ENGL	340	01	M	4.000	Shakespeare	TR	06:30 pm-08:15 pm	20	0	20	0	0	0	0	0	0	Carolyn E Brown (P)	08/22-12/14	LM 244A	In-Person Modality and Tuition (Liberal Arts)
NR	40381	ENGL	360	01	M	4.000	Intro to Writing Non-Fiction	TR	09:55 am-11:40 am	20	0	20	0	0	0	0	0	0	Ryan William Van Meter (P)	08/22-12/14	LME 1225	In-Person Modality and Tuition (Liberal Arts)
NR	40382	ENGL	362	01	M	4.000	Intro to Writing Poetry	TR	04:35 pm-06:20 pm	20	0	20	0	0	0	0	0	0	Peter D Kline (P)	08/22-12/14	LME 1225	In-Person Modality and Tuition (Liberal Arts)
NR	40383	ENGL	400	01	M	4.000	Special Topics in Writing	W	11:45 am-03:25 pm	20	0	20	0	0	0	0	0	0	TBA	08/22-12/14	MH LL4	In-Person Modality and Tuition (Liberal Arts)
NR	40384	ENGL	410	01	M	4.000	Latinx Lit & Visual Culture	TR	02:40 pm-04:25 pm	20	0	20	0	0	0	0	0	0	Christina Garcia Lopez (P)	08/22-12/14	KA 311	In-Person Modality and Tuition (Liberal Arts)
NR	40385	ENGL	450	01	M	4.000	Fiction Workshop	M	11:45 am-03:25 pm	15	0	15	0	0	0	0	0	0	TBA	08/22-12/14	LM 344	In-Person Modality and Tuition (Liberal Arts)
Environmental Management
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	40415	ENVM	601	01	M	2.000	Environmental Chemistry	S	09:00 am-04:00 pm	20	0	20	0	0	0	0	0	0	TBA	08/19-08/19	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	TBA	09/09-09/09	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	TBA	09/23-09/23	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	TBA	10/07-10/07	KA 211	In-Person Modality and Tuition (Sciences)
NR	40416	ENVM	601	02	M	2.000	Environmental Chemistry	S	09:00 am-04:00 pm	20	0	20	0	0	0	0	0	0	TBA	10/28-10/28	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	TBA	11/11-11/11	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	TBA	12/02-12/02	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	TBA	12/16-12/16	KA 211	In-Person Modality and Tuition (Sciences)
NR	40417	ENVM	602	01	M	2.000	Ecology	S	09:00 am-04:00 pm	24	0	24	0	0	0	0	0	0	April M Randle (P)	08/26-08/26	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	April M Randle (P)	09/16-09/16	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	April M Randle (P)	09/30-09/30	KA 211	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	April M Randle (P)	10/14-10/14	KA 211	In-Person Modality and Tuition (Sciences)
NR	40418	ENVM	603	01	M	2.000	Quantitative Methods	S	09:00 am-04:00 pm	24	0	24	0	0	0	0	0	0	Thomas R MacDonald (P)	10/28-10/28	LS 103	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	Thomas R MacDonald (P)	11/11-11/11	LS 103	In-Person Modality and Tuition (Sciences)
 	 	 	 	 	 	 	 	S	09:00 am-04:00 pm	 	 	 	 	 	 	 	 	 	Thomas R MacDonald (P)	12/02-12/02	LS 103	In-Person Modality and Tuition (Sciences)
